Model Number,Name,Model,Color,Manufacturing Company,Additional Features,Mileage,Engine CC,Price,Reviews
P2WKRMTO,Tacoma,2015,White,BMW,Leather Seats; Bluetooth; Navigation System; Blind Spot Monitoring; Backup Camera; Adaptive Cruise Control,12.7,1487.9,71490.84,4.9
2XCWZDIQ,Outback,2016,Gray,Mitsubishi,Leather Seats; Blind Spot Monitoring,29.3,1252.7,43268.71,3.4
EKWDSSVB,Sienna,2021,White,BMW,Bluetooth; Backup Camera; Premium Sound System; Sunroof; Lane Departure Warning; Leather Seats,13.6,1463.0,24803.95,4.0
MG2F1BA5,Focus,2022,Blue,Mitsubishi,Lane Departure Warning; Sunroof; Leather Seats; Bluetooth; Navigation System; Backup Camera; Premium Sound System; Adaptive Cruise Control,26.0,3252.8,60278.84,4.2
6T5LKYTN,Forester,2019,Orange,Mitsubishi,Lane Departure Warning; Blind Spot Monitoring; Backup Camera; Sunroof; Navigation System; Leather Seats,22.4,2385.7,31231.8,3.9
GLGIW8QF,Accord,2018,Orange,Mitsubishi,Blind Spot Monitoring; Leather Seats; Premium Sound System; Adaptive Cruise Control; Navigation System; Bluetooth; Lane Departure Warning; Sunroof,16.6,2944.8,39378.77,3.6
Q4S37456,Murano,2014,Silver,Mitsubishi,Navigation System,27.8,3248.5,68240.12,4.4
Y7H8UD68,RAV4,2021,White,Audi,Blind Spot Monitoring; Navigation System; Adaptive Cruise Control; Lane Departure Warning; Backup Camera; Sunroof,13.3,2989.0,45636.22,4.8
K2VAOG1D,Optima,2012,Gray,BMW,Backup Camera; Sunroof; Premium Sound System,23.1,4615.5,78959.21,3.5
Z7BWSXJM,CX-5,2015,Blue,Mitsubishi,Backup Camera; Premium Sound System; Blind Spot Monitoring; Sunroof; Navigation System,27.5,2095.5,66767.44,3.8
9A6WOOME,Jetta,2021,Orange,Audi,Blind Spot Monitoring; Premium Sound System; Leather Seats; Lane Departure Warning,29.9,3753.1,32474.21,4.4
0WUNQR96,Explorer,2020,White,BMW,Navigation System; Blind Spot Monitoring; Adaptive Cruise Control; Bluetooth; Sunroof; Backup Camera; Leather Seats,16.8,3545.8,43527.51,4.1
7DS6HZFW,Q7,2017,Orange,Rolls-Royce,Bluetooth; Premium Sound System; Leather Seats; Lane Departure Warning; Blind Spot Monitoring; Adaptive Cruise Control; Navigation System,17.1,2385.3,25456.73,3.7
3RYFT1VV,5 Series,2018,Red,BMW,Bluetooth; Adaptive Cruise Control,12.9,3029.9,42408.31,3.7
14WBHR6V,Sorento,2010,Silver,Mitsubishi,Blind Spot Monitoring; Bluetooth; Adaptive Cruise Control; Premium Sound System; Lane Departure Warning; Backup Camera; Sunroof; Navigation System,12.2,3473.3,27627.92,3.0
8J6164N2,Durango,2010,Gray,Suzuki,Navigation System; Sunroof; Leather Seats; Blind Spot Monitoring; Bluetooth; Lane Departure Warning; Backup Camera,18.7,3380.7,67180.8,4.9
SQ7YOM3G,Yaris,2013,Green,BMW,Premium Sound System; Backup Camera; Adaptive Cruise Control; Navigation System; Blind Spot Monitoring,22.4,1753.5,32825.77,4.0
25JE2MG0,C-Class,2012,Red,Rolls-Royce,Adaptive Cruise Control; Lane Departure Warning; Blind Spot Monitoring; Bluetooth; Leather Seats; Sunroof,23.1,4026.3,46618.15,3.6
VTSWTZA6,Model S,2017,Green,Chevrolet,Backup Camera; Sunroof; Premium Sound System; Bluetooth; Lane Departure Warning,27.7,1118.2,65023.18,3.0
JGV18IKG,F-150,2015,Red,Rolls-Royce,Lane Departure Warning; Blind Spot Monitoring; Leather Seats,22.7,3439.1,27191.46,3.4
RBP4OS1H,Prius,2019,Gray,Suzuki,Premium Sound System; Adaptive Cruise Control; Lane Departure Warning,12.5,1813.1,39260.25,3.5
E735168J,HR-V,2017,Orange,Audi,Adaptive Cruise Control; Lane Departure Warning; Sunroof; Blind Spot Monitoring,18.6,2644.8,64472.42,4.9
EZKR0V8Q,Legacy,2016,White,Chevrolet,Navigation System; Leather Seats; Bluetooth; Adaptive Cruise Control,12.9,1625.3,20185.33,4.9
FHFWW0KT,Challenger,2022,Silver,Chevrolet,Lane Departure Warning; Bluetooth; Leather Seats; Navigation System; Premium Sound System; Sunroof; Backup Camera; Adaptive Cruise Control,29.5,2682.0,37928.73,4.1
ZDR0NPY6,A6,2010,White,Chevrolet,Adaptive Cruise Control; Blind Spot Monitoring; Premium Sound System; Navigation System; Sunroof; Lane Departure Warning,16.1,2531.9,37373.4,4.2
J1160NUR,Rogue,2011,Blue,BMW,Blind Spot Monitoring; Lane Departure Warning; Premium Sound System; Sunroof; Bluetooth; Adaptive Cruise Control; Backup Camera; Navigation System,18.0,3035.2,74403.64,4.0
EOWXK1HX,Outback,2020,Orange,Suzuki,Blind Spot Monitoring; Premium Sound System; Adaptive Cruise Control; Sunroof,14.9,2234.2,40602.29,3.2
2QD0H9RR,Rav4,2015,Silver,Audi,Sunroof; Blind Spot Monitoring; Backup Camera; Premium Sound System,10.5,3297.2,58272.61,3.8
836HGLDI,Q5,2018,Silver,BMW,Lane Departure Warning; Sunroof; Leather Seats; Adaptive Cruise Control; Backup Camera; Premium Sound System,10.7,1334.5,33466.28,3.1
CT5957WW,Mustang,2016,Black,Audi,Backup Camera; Navigation System,26.2,1626.6,49516.19,4.9
HMESHSME,4Runner,2017,Orange,Suzuki,Lane Departure Warning; Sunroof; Leather Seats; Navigation System; Bluetooth; Blind Spot Monitoring,24.3,4781.6,64211.41,4.9
4DRGPAS1,A6,2022,Orange,Mitsubishi,Sunroof; Navigation System; Backup Camera,23.5,3725.1,48996.61,4.9
GVMPPEQH,4Runner,2010,Green,Rolls-Royce,Sunroof; Navigation System; Blind Spot Monitoring; Bluetooth; Adaptive Cruise Control; Leather Seats; Premium Sound System,11.7,3648.4,68282.98,4.3
IW8ENCAM,Tundra,2022,Gray,Suzuki,Adaptive Cruise Control; Lane Departure Warning; Backup Camera; Premium Sound System; Bluetooth,17.4,3139.1,28938.25,3.9
OA8646W1,Altima,2018,Red,BMW,Premium Sound System; Navigation System; Leather Seats; Backup Camera,17.3,3882.0,38121.67,4.7
3WD3RGMW,Ascent,2011,Silver,Mitsubishi,Lane Departure Warning; Bluetooth; Premium Sound System; Leather Seats; Backup Camera; Adaptive Cruise Control; Navigation System; Sunroof; Blind Spot Monitoring,15.8,1936.1,50975.96,4.8
A56GSHDK,F-250,2019,Yellow,BMW,Premium Sound System,29.4,1430.1,30385.23,3.8
ZD4R2AWR,Fit,2017,Red,BMW,Backup Camera; Leather Seats; Navigation System; Bluetooth; Premium Sound System; Blind Spot Monitoring,17.1,4753.4,58025.09,3.1
YXUFNIXZ,Fortuner,2016,Red,BMW,Premium Sound System; Blind Spot Monitoring; Lane Departure Warning; Bluetooth; Adaptive Cruise Control,12.0,3213.5,36050.76,4.1
1SSPYAHO,Tacoma,2016,White,Suzuki,Navigation System; Adaptive Cruise Control; Lane Departure Warning; Blind Spot Monitoring; Backup Camera; Bluetooth,18.4,2496.4,74837.36,3.4
N7RBPKAG,Grand Cherokee,2016,Red,Chevrolet,Navigation System; Blind Spot Monitoring; Premium Sound System; Lane Departure Warning; Adaptive Cruise Control,12.6,2622.3,20854.92,3.6
9DVOI5BZ,Sienna,2018,Green,Chevrolet,Leather Seats; Backup Camera; Navigation System; Premium Sound System; Blind Spot Monitoring; Adaptive Cruise Control; Sunroof; Bluetooth,21.8,4749.1,24818.33,3.4
Y3QQC8CQ,Crosstrek,2010,Silver,Suzuki,Bluetooth; Backup Camera; Adaptive Cruise Control; Lane Departure Warning; Sunroof; Blind Spot Monitoring; Leather Seats; Navigation System,28.2,2753.5,24080.88,4.0
XHXYJ7NX,Tacoma,2011,Black,Mitsubishi,Adaptive Cruise Control; Backup Camera; Premium Sound System; Leather Seats,27.5,3381.4,40048.85,4.0
VKN8OSFI,Corolla,2019,Orange,Mitsubishi,Lane Departure Warning; Blind Spot Monitoring; Adaptive Cruise Control; Navigation System; Premium Sound System; Backup Camera; Sunroof,25.0,4774.3,44081.33,3.4
WEAESAN4,Fit,2013,Orange,Rolls-Royce,Premium Sound System; Leather Seats,14.3,4670.1,36384.43,4.8
QWLSIXR1,Impreza,2014,Red,Rolls-Royce,Leather Seats; Blind Spot Monitoring; Lane Departure Warning; Sunroof; Adaptive Cruise Control; Backup Camera,21.0,2729.4,59477.32,3.2
CO0KH2IK,Passat,2020,Silver,BMW,Backup Camera; Bluetooth,22.9,3811.0,21243.13,4.2
JOJ9XQP2,Forester,2020,Blue,Audi,Premium Sound System; Leather Seats; Adaptive Cruise Control; Blind Spot Monitoring; Navigation System; Sunroof; Backup Camera,25.8,3249.5,27869.61,4.8
NE9QPCJE,Golf,2019,Black,Suzuki,Leather Seats; Navigation System; Sunroof; Adaptive Cruise Control,11.6,1256.2,34514.36,4.2
F5WE4D4H,Murano,2018,Yellow,Mitsubishi,Bluetooth; Backup Camera; Lane Departure Warning,16.8,1212.1,56949.67,3.8
CH5XAFQU,Bronco,2014,Silver,Mitsubishi,Navigation System; Backup Camera; Premium Sound System; Blind Spot Monitoring,23.6,1905.5,40636.75,3.7
LMMM522C,Murano,2021,Orange,Audi,Navigation System; Backup Camera; Lane Departure Warning; Adaptive Cruise Control; Leather Seats,29.4,3090.7,66500.0,3.0
6J5FX8QX,Tacoma,2013,Black,Chevrolet,Leather Seats,19.4,4311.0,26903.77,4.7
1GANKWIZ,Bronco,2011,Silver,Chevrolet,Bluetooth; Adaptive Cruise Control; Navigation System; Lane Departure Warning; Premium Sound System; Leather Seats; Sunroof,14.7,2463.3,58253.64,3.5
ICFOVP16,Gladiator,2015,Red,BMW,Adaptive Cruise Control; Leather Seats; Blind Spot Monitoring,19.3,4475.5,26456.52,3.2
0C8RV5Z1,Ranger,2019,Green,Mitsubishi,Backup Camera; Leather Seats; Adaptive Cruise Control; Blind Spot Monitoring; Premium Sound System; Sunroof; Navigation System; Bluetooth,15.6,1568.5,76575.15,4.9
XL85DYC5,Golf,2016,Red,Suzuki,Navigation System; Bluetooth,18.4,1024.3,61479.52,4.3
VHHS1QCF,Tundra,2020,Orange,BMW,Premium Sound System; Blind Spot Monitoring; Backup Camera; Bluetooth; Sunroof; Adaptive Cruise Control,19.9,4361.3,79047.97,3.9
FKX8V1TX,Prius,2012,Gray,Chevrolet,Premium Sound System; Backup Camera; Lane Departure Warning; Leather Seats,26.3,4967.6,72981.01,3.3
5L5UXAC2,Ascent,2017,Gray,Audi,Leather Seats; Bluetooth; Backup Camera; Sunroof; Navigation System; Blind Spot Monitoring; Premium Sound System; Lane Departure Warning,19.2,2398.4,79519.04,4.7
EOCPU62F,Ram 2500,2018,Gray,Rolls-Royce,Adaptive Cruise Control; Navigation System,14.0,1107.5,49646.76,4.7
GYB492DJ,C-HR,2017,Yellow,BMW,Bluetooth,11.2,3912.3,31594.72,4.1
RCG8TO1W,Civic,2011,Green,Rolls-Royce,Adaptive Cruise Control; Premium Sound System; Bluetooth,12.5,1907.1,24035.51,3.5
BY9XGZHB,Sienna,2016,Silver,Mitsubishi,Navigation System; Blind Spot Monitoring; Leather Seats; Lane Departure Warning,13.8,3875.2,35204.82,3.6
MW6Y5ZTW,A4,2010,Gray,Rolls-Royce,Premium Sound System,24.9,2931.9,20812.9,3.6
EGP3NJYM,Mustang,2019,Black,Mitsubishi,Blind Spot Monitoring,20.5,1582.2,40778.26,4.8
H8WB8VHT,Sportage,2013,Yellow,BMW,Navigation System; Backup Camera; Blind Spot Monitoring; Sunroof; Lane Departure Warning; Premium Sound System; Bluetooth,20.5,3788.4,37425.3,4.2
RYD3P3MX,Legacy,2014,Blue,Audi,Bluetooth; Blind Spot Monitoring; Premium Sound System; Backup Camera; Navigation System; Sunroof; Leather Seats; Adaptive Cruise Control; Lane Departure Warning,21.3,2699.9,75450.89,4.8
TW1SK8ZN,Fortuner,2014,Black,Rolls-Royce,Sunroof; Bluetooth; Premium Sound System; Blind Spot Monitoring; Adaptive Cruise Control,14.6,1422.6,64188.75,3.9
EN54W2EG,Ascent,2010,Silver,Chevrolet,Premium Sound System,27.1,4973.3,60709.33,3.6
WX9N3UF2,Fortuner,2018,Green,Mitsubishi,Backup Camera; Blind Spot Monitoring; Bluetooth; Adaptive Cruise Control; Lane Departure Warning; Premium Sound System; Leather Seats,19.6,4598.5,44367.16,4.6
P88K5Z16,Rav4,2010,Red,BMW,Sunroof; Bluetooth; Navigation System; Leather Seats,29.0,4268.1,67191.77,4.0
48CTLSXG,E-Class,2017,Green,Rolls-Royce,Blind Spot Monitoring; Navigation System; Lane Departure Warning,27.2,3380.0,27357.29,3.2
6SQUWL56,Renegade,2017,White,Rolls-Royce,Premium Sound System; Lane Departure Warning; Navigation System; Leather Seats,19.5,1087.1,36324.91,4.7
OSBTIGXR,Stinger,2010,Yellow,Audi,Premium Sound System; Navigation System; Leather Seats; Lane Departure Warning; Adaptive Cruise Control; Blind Spot Monitoring,10.9,3137.9,44072.09,4.6
DJ5DQA7I,Outback,2018,Black,BMW,Lane Departure Warning; Sunroof; Bluetooth; Backup Camera; Leather Seats; Blind Spot Monitoring; Premium Sound System; Adaptive Cruise Control,10.1,4554.5,76836.7,4.8
4JJE0JAU,Yaris,2018,Yellow,Suzuki,Premium Sound System; Bluetooth; Blind Spot Monitoring; Backup Camera; Sunroof; Leather Seats; Lane Departure Warning; Navigation System,20.8,3834.4,41219.58,3.0
2RWNWU5J,Fit,2019,Gray,Suzuki,Leather Seats; Bluetooth; Backup Camera,18.6,1122.4,26913.69,4.5
5H29P62T,Fit,2011,Orange,Rolls-Royce,Premium Sound System; Navigation System; Bluetooth; Adaptive Cruise Control; Leather Seats; Blind Spot Monitoring; Backup Camera; Sunroof; Lane Departure Warning,14.7,3368.8,53468.46,4.8
WKFBJWNK,Durango,2019,Green,BMW,Sunroof; Bluetooth; Backup Camera; Blind Spot Monitoring; Premium Sound System; Navigation System; Leather Seats; Lane Departure Warning,25.7,3988.3,39100.66,3.4
UQ139WGU,Ascent,2011,White,BMW,Sunroof; Lane Departure Warning; Navigation System; Adaptive Cruise Control; Backup Camera,26.7,2762.6,72601.38,3.0
I66S2RV7,Explorer,2014,Blue,Chevrolet,Leather Seats; Blind Spot Monitoring; Backup Camera; Adaptive Cruise Control; Sunroof; Bluetooth; Lane Departure Warning; Premium Sound System; Navigation System,15.3,3848.8,70427.66,4.2
8AIG0HY6,Golf,2014,White,Rolls-Royce,Bluetooth; Blind Spot Monitoring; Sunroof; Lane Departure Warning; Adaptive Cruise Control; Leather Seats; Navigation System; Premium Sound System,23.4,2554.9,28466.56,3.4
V7J9YS2K,Charger,2010,White,Audi,Backup Camera; Blind Spot Monitoring; Navigation System; Leather Seats; Sunroof,29.4,1008.2,20880.68,3.1
P3KI995G,Yaris,2022,Green,Suzuki,Sunroof; Premium Sound System; Navigation System; Lane Departure Warning; Bluetooth; Blind Spot Monitoring; Leather Seats; Backup Camera; Adaptive Cruise Control,13.9,3859.8,30268.46,5.0
A3Z7NMRO,Impreza,2015,Orange,Rolls-Royce,Backup Camera; Bluetooth; Sunroof; Leather Seats,24.7,1109.5,78657.03,4.8
UAJDD0Q3,Fortuner,2013,Green,Suzuki,Adaptive Cruise Control; Sunroof; Blind Spot Monitoring,21.8,2589.0,52303.04,3.0
Z9X5M4XU,Leaf,2010,Blue,Audi,Backup Camera; Navigation System; Adaptive Cruise Control; Sunroof,16.4,2144.5,73535.02,3.7
M7BL60W0,WRX,2013,Gray,BMW,Leather Seats; Sunroof; Lane Departure Warning; Adaptive Cruise Control; Bluetooth; Navigation System; Backup Camera; Premium Sound System; Blind Spot Monitoring,16.1,1579.1,28575.32,3.4
B1IZL1RQ,F-250,2018,Black,BMW,Sunroof; Adaptive Cruise Control; Blind Spot Monitoring; Leather Seats; Backup Camera,11.5,3253.1,74416.62,4.5
R0F63KIS,Expedition,2010,Green,BMW,Navigation System; Premium Sound System; Sunroof; Adaptive Cruise Control; Backup Camera; Bluetooth; Lane Departure Warning,28.0,2138.1,56834.82,3.6
8UMDMZ2V,Sienna,2015,Orange,Rolls-Royce,Premium Sound System; Navigation System; Sunroof; Leather Seats; Backup Camera; Lane Departure Warning; Adaptive Cruise Control; Blind Spot Monitoring; Bluetooth,18.4,4599.3,58227.35,3.2
ITD9A6AH,Ascent,2014,Gray,BMW,Adaptive Cruise Control,14.4,2959.5,31804.94,4.2
PUWJVCWP,Highlander,2021,Blue,Suzuki,Navigation System,20.9,1665.1,24825.27,3.8
0LMIO4YM,Fusion,2022,Black,Rolls-Royce,Blind Spot Monitoring,16.4,4505.5,72969.84,4.3
6UO2N1WD,CR-V,2017,Green,Rolls-Royce,Bluetooth; Lane Departure Warning; Sunroof; Leather Seats; Premium Sound System; Blind Spot Monitoring; Navigation System; Backup Camera; Adaptive Cruise Control,20.0,4693.9,66886.6,4.9
9EW2NFLS,Sportage,2020,Blue,Chevrolet,Adaptive Cruise Control,11.8,4340.6,75784.01,3.5
8IWLD9P5,Golf,2020,Green,Suzuki,Leather Seats; Premium Sound System; Lane Departure Warning; Bluetooth,26.8,2091.7,21641.29,4.2
K27NWXC2,Passat,2013,Yellow,Chevrolet,Lane Departure Warning; Blind Spot Monitoring,29.2,2393.2,54106.76,4.7
C2XAWVDP,Compass,2011,White,Chevrolet,Adaptive Cruise Control; Blind Spot Monitoring; Navigation System; Lane Departure Warning; Sunroof; Backup Camera; Premium Sound System,27.2,3691.5,62661.86,5.0
R37PHVJO,Model S,2016,Silver,Suzuki,Adaptive Cruise Control,22.5,2967.5,66548.96,3.9
NSSVWCRL,Challenger,2012,White,Mitsubishi,Premium Sound System; Blind Spot Monitoring; Bluetooth,19.7,1712.4,37696.21,3.2
B9PYZXFB,Fit,2016,Blue,Rolls-Royce,Blind Spot Monitoring; Lane Departure Warning; Leather Seats; Premium Sound System; Backup Camera,20.6,4809.9,58671.05,5.0
YOWXGI4X,Tacoma,2012,Blue,Rolls-Royce,Bluetooth; Premium Sound System; Adaptive Cruise Control; Navigation System; Leather Seats; Backup Camera,18.5,1759.5,49490.05,4.7
Y26339AJ,Prius,2022,Black,Mitsubishi,Adaptive Cruise Control; Navigation System; Premium Sound System; Backup Camera,14.7,4525.3,53142.15,3.6
EZOND967,Pilot,2019,Silver,BMW,Sunroof; Premium Sound System; Leather Seats; Backup Camera; Adaptive Cruise Control; Bluetooth; Blind Spot Monitoring,22.4,4429.7,65957.46,4.4
23K92HDH,HR-V,2015,Green,BMW,Navigation System; Backup Camera; Premium Sound System; Lane Departure Warning,20.2,1887.2,39489.69,3.9
UGXS9AZ9,Crosstrek,2021,Blue,BMW,Lane Departure Warning; Bluetooth; Navigation System; Sunroof; Backup Camera,22.6,1441.9,34848.86,3.1
GU31GTTS,X3,2017,Yellow,BMW,Backup Camera; Sunroof; Leather Seats; Blind Spot Monitoring; Navigation System; Adaptive Cruise Control,26.7,3014.0,77501.06,3.8
5YIDOPL5,Jetta,2010,Gray,Chevrolet,Navigation System; Leather Seats; Sunroof; Premium Sound System; Backup Camera; Lane Departure Warning; Blind Spot Monitoring,19.4,2784.6,45101.15,4.5
E7JIQSOM,Focus,2019,Red,Suzuki,Bluetooth; Premium Sound System; Lane Departure Warning; Sunroof; Adaptive Cruise Control; Navigation System; Blind Spot Monitoring; Leather Seats,10.0,1158.7,79815.86,3.4
O7159BUU,Tiguan,2019,Silver,Mitsubishi,Sunroof; Blind Spot Monitoring; Adaptive Cruise Control; Premium Sound System; Lane Departure Warning; Backup Camera; Bluetooth; Leather Seats; Navigation System,29.7,2044.9,67668.4,4.0
WUX2PPBS,Fit,2014,Red,Suzuki,Blind Spot Monitoring; Navigation System; Adaptive Cruise Control; Lane Departure Warning,26.4,3762.1,47496.87,3.6
D0UW42JF,86,2012,Green,Chevrolet,Navigation System,25.1,1855.0,41842.63,3.6
TU9GDO3K,Tundra,2022,Gray,Rolls-Royce,Navigation System; Premium Sound System; Blind Spot Monitoring; Lane Departure Warning; Adaptive Cruise Control; Sunroof; Bluetooth; Leather Seats,26.7,3741.5,34477.21,3.6
PWZA07QO,Odyssey,2016,Black,Mitsubishi,Adaptive Cruise Control; Navigation System; Premium Sound System; Blind Spot Monitoring; Lane Departure Warning; Leather Seats; Bluetooth,11.0,4635.4,47034.51,4.5
RVR9F4RN,C-Class,2014,Blue,Audi,Leather Seats; Backup Camera; Bluetooth; Sunroof; Blind Spot Monitoring; Premium Sound System; Adaptive Cruise Control; Lane Departure Warning; Navigation System,20.6,3378.0,31826.91,4.0
47LFYEQY,Charger,2010,Yellow,Rolls-Royce,Navigation System; Lane Departure Warning; Backup Camera; Bluetooth; Leather Seats; Blind Spot Monitoring,29.2,1651.3,51506.22,4.2
G4A41U5G,Atlas,2015,Black,Audi,Sunroof; Blind Spot Monitoring; Premium Sound System; Lane Departure Warning; Navigation System; Bluetooth; Leather Seats; Backup Camera; Adaptive Cruise Control,12.3,1813.1,21974.16,4.1
M6BC4IVR,Beetle,2015,Red,Mitsubishi,Adaptive Cruise Control; Bluetooth; Backup Camera,10.4,2721.6,29659.52,4.5
BFXQ2HD7,F-250,2010,Black,BMW,Leather Seats; Backup Camera,28.4,3183.6,51254.62,4.9
I7XSSNTV,Rav4,2016,Yellow,Mitsubishi,Adaptive Cruise Control; Navigation System; Lane Departure Warning; Blind Spot Monitoring; Bluetooth; Backup Camera,20.3,4594.7,68435.23,4.3
GOJ5XM9U,Odyssey,2020,Orange,BMW,Blind Spot Monitoring; Backup Camera,19.5,2651.9,57798.71,4.8
G5X63P4Q,Ridgeline,2010,Red,Chevrolet,Backup Camera; Lane Departure Warning; Bluetooth,28.8,3723.8,25609.1,4.9
SUBLET15,4Runner,2022,Silver,Rolls-Royce,Blind Spot Monitoring; Bluetooth; Leather Seats; Backup Camera; Lane Departure Warning; Sunroof; Premium Sound System; Navigation System; Adaptive Cruise Control,28.9,2024.6,62478.17,3.4
JF1CSX9I,Sorento,2010,Green,Chevrolet,Premium Sound System,20.9,4565.6,67329.41,4.9
1F8RWSXV,Tiguan,2011,Yellow,Suzuki,Blind Spot Monitoring; Premium Sound System; Backup Camera; Navigation System; Sunroof; Bluetooth; Lane Departure Warning; Leather Seats; Adaptive Cruise Control,19.6,3062.5,53725.98,3.8
NL8RNI2R,Altima,2010,White,BMW,Lane Departure Warning; Premium Sound System; Bluetooth,21.6,4248.3,58585.07,4.1
ELBOWAU3,Challenger,2010,Black,Audi,Bluetooth; Navigation System; Blind Spot Monitoring; Premium Sound System; Adaptive Cruise Control; Sunroof; Backup Camera,14.0,1373.4,56155.32,3.7
LAVJ5V8D,Model S,2022,Orange,BMW,Leather Seats; Adaptive Cruise Control; Navigation System; Blind Spot Monitoring,17.4,3887.6,62006.52,3.5
PCY0SWYA,E-Class,2010,Black,Rolls-Royce,Adaptive Cruise Control; Leather Seats; Bluetooth; Sunroof; Navigation System,14.3,2585.9,35173.1,4.5
UDD2M33N,Land Cruiser,2014,Yellow,Suzuki,Premium Sound System; Sunroof; Leather Seats; Navigation System; Lane Departure Warning,23.2,2683.4,61043.89,4.1
5US7QRSS,Forester,2016,Green,BMW,Adaptive Cruise Control; Bluetooth; Blind Spot Monitoring; Navigation System; Sunroof; Backup Camera; Lane Departure Warning; Premium Sound System; Leather Seats,22.5,1521.1,28190.94,4.3
ZJ892Z4Y,Fiesta,2011,Yellow,Suzuki,Premium Sound System; Lane Departure Warning; Blind Spot Monitoring; Bluetooth,24.5,4895.8,26213.64,3.4
Y1V7RG86,X3,2022,Yellow,Chevrolet,Bluetooth,24.7,2801.1,31461.96,3.4
IOG6OET8,Legacy,2020,Orange,Rolls-Royce,Navigation System; Adaptive Cruise Control; Bluetooth; Blind Spot Monitoring,26.8,4734.7,45465.23,3.1
ZOHDYJC8,Model S,2013,Gray,Rolls-Royce,Bluetooth; Navigation System; Sunroof; Premium Sound System; Lane Departure Warning; Blind Spot Monitoring; Leather Seats; Adaptive Cruise Control; Backup Camera,21.6,1346.7,62953.66,4.9
D6J9DZR6,Silverado,2011,Orange,Rolls-Royce,Navigation System; Adaptive Cruise Control; Blind Spot Monitoring; Sunroof; Backup Camera; Premium Sound System; Lane Departure Warning; Leather Seats; Bluetooth,20.6,3231.2,46105.91,5.0
T31ABL9E,Forester,2015,Red,Suzuki,Bluetooth; Adaptive Cruise Control; Sunroof; Premium Sound System; Leather Seats; Navigation System,16.8,2248.0,74620.71,3.4
QH93TJEU,Rogue,2011,Red,Rolls-Royce,Leather Seats; Navigation System; Backup Camera; Adaptive Cruise Control; Premium Sound System; Sunroof,13.3,4529.7,34002.62,4.8
4OXGZGDK,Cherokee,2020,Silver,Rolls-Royce,Blind Spot Monitoring,17.5,1078.2,78448.79,4.6
LQ86Q0CY,Leaf,2021,White,Audi,Adaptive Cruise Control,27.4,2203.5,62530.82,4.1
QQ1J2EQI,Insight,2018,Yellow,Rolls-Royce,Backup Camera; Lane Departure Warning; Navigation System,15.4,4444.3,72564.38,4.8
OAPXQ41U,86,2018,Silver,Mitsubishi,Backup Camera; Blind Spot Monitoring; Sunroof; Navigation System,19.6,3328.4,42059.92,4.1
NAAY3Z6O,Cherokee,2018,Orange,Chevrolet,Backup Camera; Navigation System; Blind Spot Monitoring; Adaptive Cruise Control; Bluetooth; Premium Sound System; Leather Seats; Lane Departure Warning,13.2,1060.0,39295.8,3.1
67N0W31E,Outback,2019,Blue,Suzuki,Backup Camera; Bluetooth; Leather Seats; Adaptive Cruise Control; Lane Departure Warning; Blind Spot Monitoring; Sunroof; Premium Sound System; Navigation System,14.4,1043.8,65692.56,4.9
LT5ZIAP3,Golf,2010,Orange,Suzuki,Sunroof; Bluetooth; Navigation System; Adaptive Cruise Control,21.6,4850.0,45358.82,4.6
J8FXH640,Legacy,2010,White,Audi,Adaptive Cruise Control,11.3,1182.7,42369.67,4.8
2BRTL6N5,Legacy,2019,White,Rolls-Royce,Navigation System; Adaptive Cruise Control; Sunroof; Leather Seats; Backup Camera; Bluetooth; Premium Sound System,11.7,2341.7,55670.21,3.3
KY0KCV4Z,Edge,2022,Orange,Rolls-Royce,Navigation System; Sunroof; Adaptive Cruise Control; Backup Camera,17.9,4027.3,36203.84,4.5
P8KFGVC3,Tundra,2019,Silver,Suzuki,Premium Sound System; Bluetooth; Navigation System; Sunroof; Adaptive Cruise Control,20.6,2631.6,24041.58,3.6
KYQJ4N5O,Grand Cherokee,2019,Black,Chevrolet,Navigation System; Blind Spot Monitoring; Bluetooth; Lane Departure Warning; Premium Sound System; Adaptive Cruise Control; Leather Seats,23.8,2658.9,39373.74,3.2
05CQ428D,Sienna,2019,Silver,Audi,Blind Spot Monitoring; Lane Departure Warning; Backup Camera; Bluetooth; Adaptive Cruise Control; Navigation System,17.2,1722.7,40372.13,3.8
CST8EKYD,Golf,2020,Yellow,BMW,Leather Seats; Navigation System; Blind Spot Monitoring; Premium Sound System,25.3,1614.9,25214.28,4.0
ZFXS64JG,Renegade,2022,Green,Mitsubishi,Bluetooth; Leather Seats; Premium Sound System; Lane Departure Warning; Sunroof,12.4,4532.3,26654.39,3.8
RPXZM3J0,C-HR,2020,Orange,Rolls-Royce,Premium Sound System; Adaptive Cruise Control; Leather Seats; Lane Departure Warning; Navigation System,11.7,2938.7,26635.58,3.8
C2078JHS,Fit,2014,Red,Mitsubishi,Backup Camera; Blind Spot Monitoring,14.7,3301.3,66792.82,4.4
HNCYFW3B,X5,2015,Green,Mitsubishi,Navigation System; Adaptive Cruise Control; Lane Departure Warning; Backup Camera; Premium Sound System,24.7,3356.5,61778.07,3.1
ZKAAE38J,Highlander,2020,Blue,BMW,Premium Sound System; Sunroof; Lane Departure Warning; Leather Seats; Adaptive Cruise Control,21.2,1292.8,25366.35,4.9
